"file","column","total_rows","cells_filled","cells_empty","fill_percent","distinct_values","example_value","why_empty_cells_are_empty"
"master_tender_investigation.csv","closing_date","1155","1129","26","97.7","689","16-Oct-2019 12:00","Not printed on 26 notices."
"master_tender_investigation.csv","opening_date","1155","1129","26","97.7","689","16-Oct-2019 12:00","Not printed on 26 notices."
"master_tender_investigation.csv","lot_count","1155","1155","0","100.0","2","1",""
"master_tender_investigation.csv","document_price_bdt","1155","1144","11","99.0","11","1000.00","Not printed on 11 notices."
"master_tender_investigation.csv","notice_source_file","1155","1155","0","100.0","1155","CDA_Tender_360423.pdf",""
"master_tender_investigation.csv","notice_pages","1155","1155","0","100.0","3","2",""
"master_tender_investigation.csv","notice_access_denied","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","award_source_file","1155","645","510","55.8","645","Tender_360423.pdf","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","award_pages","1155","645","510","55.8","2","1","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","award_template","1155","645","510","55.8","2","STANDARD","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","documents_sold","1155","591","564","51.2","24","5","Bid and document-sale counts exist on 591 award notices only; 54 use the economic-operator template that prints none, and 510 tenders have no award notice."
"master_tender_investigation.csv","total_bids_received","1155","591","564","51.2","20","4","Bid counts exist on 591 award notices only."
"master_tender_investigation.csv","responsive_bids","1155","591","564","51.2","16","1","Bid counts exist on 591 award notices only."
"master_tender_investigation.csv","non_responsive_bids_DERIVED","1155","591","564","51.2","13","3","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","disqualified_bidders","1155","591","564","51.2","13","3","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","withdrawn_bids","1155","0","1155","0.0","0","","The e-GP award notice has no field for withdrawn tenders."
"master_tender_investigation.csv","valid_bids","1155","591","564","51.2","16","1","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","responsive_bid_rate_pct","1155","591","564","51.2","48","25.0","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","disqualification_rate_pct","1155","591","564","51.2","48","75.0","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","sold_minus_submitted","1155","591","564","51.2","8","1","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","sold_to_submitted_gap_pct","1155","591","564","51.2","46","20.0","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","winner_competition_share_pct","1155","590","565","51.1","15","100.0","Needs both a named winner and published bid counts."
"master_tender_investigation.csv","competition_level","1155","591","564","51.2","5","MODERATE","Empty where the award notice publishes no bid counts, so the level cannot be set."
"master_tender_investigation.csv","competition_evidence_page","1155","645","510","55.8","2","1","Empty where the published document does not contain the value. The five portal refusals ('not exists or You are un-authorized') account for the smallest group."
"master_tender_investigation.csv","bidders_rejected_count","1155","591","564","51.2","13","3","Derived from bid counts, so empty wherever those are unpublished."
"master_tender_investigation.csv","rejection_reason","1155","0","1155","0.0","0","","The award notice states how many tenders were non-responsive but never why. The reason exists in the tender evaluation committee report, which is not published."
"master_tender_investigation.csv","rejected_requirement","1155","0","1155","0.0","0","","The award notice never states which requirement a rejected tender failed."
"master_tender_investigation.csv","mass_disqualification_flag","1155","1155","0","100.0","2","yes",""
"master_tender_investigation.csv","many_bids_one_responsive_flag","1155","1155","0","100.0","2","yes",""
"master_tender_investigation.csv","eligibility_published","1155","1155","0","100.0","4","SUBSTANTIVE_TEXT_PUBLISHED",""
"master_tender_investigation.csv","minimum_years_experience","1155","317","838","27.4","7","5","Empty where the notice publishes no qualification criteria - 599 of 1,155 notices print only 'As per Tender Data Sheet' - or where it publishes criteria that do not include this particular threshold."
"master_tender_investigation.csv","minimum_similar_projects","1155","359","796","31.1","15","1","Empty where the notice publishes no such threshold."
"master_tender_investigation.csv","minimum_similar_project_value_bdt","1155","468","687","40.5","104","2500000.00","Empty where the notice publishes no such threshold."
"master_tender_investigation.csv","experience_lookback_years","1155","451","704","39.0","5","5","Empty where the notice publishes no such threshold."
"master_tender_investigation.csv","required_turnover_bdt","1155","350","805","30.3","97","5000000.00","Empty where the notice publishes no such threshold."
"master_tender_investigation.csv","required_liquid_assets_bdt","1155","470","685","40.7","96","1500000.00","Empty where the notice publishes no such threshold."
"master_tender_investigation.csv","required_working_capital_bdt","1155","440","715","38.1","89","1500000.00","Empty where the notice publishes no such threshold."
"master_tender_investigation.csv","financial_capacity_requirement_bdt","1155","473","682","41.0","110","5000000.00","Empty where the notice publishes no such threshold."
"master_tender_investigation.csv","required_document_types_count","1155","1155","0","100.0","8","0",""
"master_tender_investigation.csv","turnover_to_contract_value_ratio","1155","196","959","17.0","177","1.4062","A ratio needs both a published threshold and an awarded contract value; empty if either is missing."
"master_tender_investigation.csv","similar_project_value_to_contract_value_ratio","1155","247","908","21.4","220","0.7031","Needs both a published threshold and an awarded value."
"master_tender_investigation.csv","financial_bar_to_contract_value_ratio","1155","249","906","21.6","223","1.4062","Needs both a published threshold and an awarded value."
"master_tender_investigation.csv","non_round_threshold_fields","1155","1155","0","100.0","5","none",""
"master_tender_investigation.csv","eligibility_page","1155","1155","0","100.0","2","1",""
"master_tender_investigation.csv","price_band_nonresponsive_clause","1155","1155","0","100.0","2","yes",""
"master_tender_investigation.csv","agency_enlistment_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","govt_client_experience_required","1155","1155","0","100.0","2","yes",""
"master_tender_investigation.csv","pwd_authentication_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","dealer_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","manufacturer_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","brand_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","or_equivalent_present","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","brand_without_or_equivalent","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","model_specific_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","proprietary_specification","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","narrow_specification","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","possible_specification_targeting","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","electrical_licence_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","local_presence_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","iso_certification_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","egp_id_on_certificate_required","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","bank_document_window_requirement","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","blanket_rejection_clause","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","reputed_qualifier","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","false_document_forfeiture_clause","1155","1155","0","100.0","2","yes",""
"master_tender_investigation.csv","licence_document_stack","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","eligibility_restriction_present","1155","1155","0","100.0","3","yes",""
"master_tender_investigation.csv","eligibility_restriction_level","1155","556","599","48.1","4","MODERATE","Empty on the 599 notices that publish no qualification criteria at all; there is nothing to score. Read eligibility_published on the same row for the reason. Empty here does NOT mean unrestricted."
"master_tender_investigation.csv","eligibility_red_flag_type","1155","1155","0","100.0","105","GOVT_CLIENT_EXPERIENCE_ONLY;PRICE_BAND_AGAINST_UNPUBLISHED_ESTIMATE",""
"master_tender_investigation.csv","competition_restriction_score","1155","1155","0","100.0","55","34",""
"master_tender_investigation.csv","restriction_vs_competition_note","1155","1155","0","100.0","163","restriction score 34 with 4 bid(s) received and 1 responsive",""
"master_tender_investigation.csv","potential_target_company_type","1155","1155","0","100.0","32","firms whose past work was for government bodies",""
"master_tender_investigation.csv","potential_beneficiary","1155","0","1155","0.0","0","","Empty in every row by design, not by accident. A firm is never named as the beneficiary of a restriction merely because it could have satisfied that restriction; that inference is not evidence. Use the winner_name, winner_owner and repeat-winner columns for what the documents actually show."
"master_tender_investigation.csv","incumbent_advantage_risk","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","amendment_count","1155","1155","0","100.0","6","0",""
"master_tender_investigation.csv","amendment_touched_eligibility","1155","1155","0","100.0","2","no",""
"master_tender_investigation.csv","amendment_old_to_new","1155","1155","0","100.0","137","none",""
"master_tender_investigation.csv","winner_name","1155","645","510","55.8","308","M/S. Gulzar Trading","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_name_normalised","1155","645","510","55.8","304","GULZAR TRADING","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_name_verbatim","1155","645","510","55.8","310","M/S. Gulzar Trading","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_is_joint_venture","1155","645","510","55.8","2","no","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_jv_partners_and_shares","1155","59","1096","5.1","52","CONVOY SERVICE [share_not_published]; Starlite Services Limited [share_not_published]","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_location","1155","645","510","55.8","297","Hazi Monsur Ali Road, Mia Khan Nagar, Chittagong.","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","contract_value_bdt","1155","645","510","55.8","624","3555766.80","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","contract_value_page","1155","645","510","55.8","1","1","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","noa_date","1155","645","510","55.8","375","12-Jan-2020","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","signing_date","1155","645","510","55.8","410","23-Jan-2020","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","days_noa_to_signing","1155","645","510","55.8","57","11","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","signing_within_legal_band","1155","645","510","55.8","52","within_14d_cap","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","performance_security_on_time","1155","0","1155","0.0","0","","The performance-security field is printed but left blank on every award notice in the corpus."
"master_tender_investigation.csv","beneficial_ownership_disclosed","1155","645","510","55.8","2","no","Empty on the 510 tenders that have no award notice."
"master_tender_investigation.csv","beneficial_owner_names","1155","60","1095","5.2","36","SARKER MARUF AHAMAD (100.00%, )","Empty where no award notice exists (510 tenders) or where the award notice prints no ownership table at all (585 tenders). Those 585 are rule R01 - see rules_broken_line_by_line.csv for the clause and the page."
"master_tender_investigation.csv","winner_total_tenders","1155","645","510","55.8","14","11","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_total_contract_value_bdt","1155","645","510","55.8","304","24672439.31","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_percentage_of_awarded_tenders","1155","645","510","55.8","14","1.71","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_percentage_of_total_awarded_value","1155","645","510","55.8","70","0.07","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_agency_count","1155","645","510","55.8","2","1","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_low_competition_wins","1155","645","510","55.8","10","8","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","winner_possible_name_variants","1155","645","510","55.8","11","none_detected","Empty on the 510 tenders that have no award notice in the corpus."
"master_tender_investigation.csv","repeated_winner_pattern","1155","645","510","55.8","4","REPEATED_WINNER_PATTERN","Empty where the published document does not contain the value. The five portal refusals ('not exists or You are un-authorized') account for the smallest group."
"master_tender_investigation.csv","estimated_tender_value","1155","0","1155","0.0","0","","The official cost estimate is published in no document in the corpus - not in any of the 1,155 tender notices and not in any of the 645 award notices. This column is empty in every row and that absence is itself a finding, because five separate clauses key off this number."
"master_tender_investigation.csv","tender_security_bdt","1155","1017","138","88.1","294","98000.00","Empty where the notice does not print a tender security amount."
"master_tender_investigation.csv","security_to_contract_value_ratio","1155","554","601","48.0","159","0.0276","Needs both a published security amount and an awarded value."
"master_tender_investigation.csv","contract_value_vs_security_norm_index","1155","554","601","48.0","494","1.0288","Needs both a published security amount and an awarded value."
"master_tender_investigation.csv","lowest_bid","1155","0","1155","0.0","0","","Individual bid amounts are never printed on the e-GP award notice; only the awarded contract value is published."
"master_tender_investigation.csv","highest_bid","1155","0","1155","0.0","0","","Individual bid amounts are never printed on the e-GP award notice."
"master_tender_investigation.csv","average_bid","1155","0","1155","0.0","0","","Individual bid amounts are never printed on the e-GP award notice."
"master_tender_investigation.csv","winning_bid_vs_estimate_pct","1155","0","1155","0.0","0","","Cannot be computed: no official cost estimate is published anywhere."
"master_tender_investigation.csv","winning_bid_vs_lowest_bid_pct","1155","0","1155","0.0","0","","Cannot be computed: individual bid amounts are never published."
"master_tender_investigation.csv","price_anomaly_flag","1155","554","601","48.0","3","NO_FLAG","Needs the security-normalised index, so empty wherever that is empty."
"master_tender_investigation.csv","repeated_rule_present","1155","1155","0","100.0","2","yes",""
"master_tender_investigation.csv","number_of_tenders_using_rule","1155","1155","0","100.0","28","70",""
"master_tender_investigation.csv","matching_tender_ids","1155","1155","0","100.0","309","1006947;1032943;1036609;1049598;1111428;1115432;1123107;1128704;1129166;1129170;114570;1153793;1153808;1153840;1153888;+54 more",""
"master_tender_investigation.csv","shared_clause_count","1155","1155","0","100.0","15","7",""
"master_tender_investigation.csv","repeated_rule_excerpt","1155","1155","0","100.0","99","Tender Document containing insufficient/Â incomplete information will be rejected",""
"master_tender_investigation.csv","peer_group_size","1155","1155","0","100.0","22","47",""
"master_tender_investigation.csv","peer_median_bids","1155","590","565","51.1","9","2","Needs published bid counts for the peer group."
"master_tender_investigation.csv","bids_vs_peer_median","1155","549","606","47.5","28","2","Needs published bid counts for this tender and its peers."
"master_tender_investigation.csv","retendered_from_id","1155","1155","0","100.0","101","none",""
"master_tender_investigation.csv","retender_flag","1155","1155","0","100.0","3","no",""
"master_tender_investigation.csv","competition_score","1155","591","564","51.2","77","31","Empty where the award notice publishes no bid counts."
"master_tender_investigation.csv","competition_risk_score","1155","591","564","51.2","175","57","Empty where the award notice publishes no bid counts."
"master_tender_investigation.csv","single_bid_investigative_score","1155","312","843","27.0","161","95","Scored only where the tender drew one bid or one responsive bid."
"master_tender_investigation.csv","potential_preselection_pattern","1155","1155","0","100.0","3","STRONG_INVESTIGATIVE_LEAD",""
"master_tender_investigation.csv","preselection_stages_met","1155","1155","0","100.0","65","restrictive_or_tailored_requirement;bidders_ruled_non_responsive;single_responsive_bidder;winner_is_a_repeat_winner;winner_repeatedly_wins_low_competition_tenders",""
"master_tender_investigation.csv","preselection_stage_count","1155","1155","0","100.0","8","5",""
"master_tender_investigation.csv","investigative_priority_score","1155","1155","0","100.0","195","70.5",""
"master_tender_investigation.csv","investigative_priority_band","1155","1155","0","100.0","3","HIGH",""
"master_tender_investigation.csv","priority_score_components","1155","1155","0","100.0","499","competition=22 eligibility=8.5 rejection=15 repeat_winner=15 price=0 cross_tender=10",""
"master_tender_investigation.csv","low_competition_investigative_lead","1155","1155","0","100.0","2","LOW_COMPETITION_INVESTIGATIVE_LEAD",""
"master_tender_investigation.csv","documented_fact","1155","1143","12","99.0","721","4 tender(s) received against 5 sold; 1 ruled responsive. contract value Tk 35.56 lac. awarded to M/S. Gulzar Trading. that firm holds 11 contracts worth Tk 2.47 cr across 1 of the six authorities. not","Empty on the 5 notices the portal refused to serve plus a few with no parseable body."
"master_tender_investigation.csv","investigative_hypothesis","1155","1155","0","100.0","52","HYPOTHESIS ONLY, NOT ESTABLISHED: a field of 4 shrinking to one responsive bidder is the pattern the theory predicts; the evaluation record that would explain it is not published; bidders had to price",""
"master_tender_investigation.csv","evidence_source_files","1155","1155","0","100.0","1155","CDA_Tender_360423.pdf; Tender_360423.pdf",""
"master_tender_investigation.csv","evidence_page_numbers","1155","1151","4","99.7","4","eligibility p.1; bid counts p.1; contract value p.1; winner p.1","Empty where there is no excerpt to cite a page for."
"master_tender_investigation.csv","evidence_excerpt_eligibility","1155","1150","5","99.6","701","1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years. 2. The minimum specific experience in Similar works of at least 1(One) contract(","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","evidence_excerpt_general_experience","1155","317","838","27.4","147","1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years. 2. The minimum specific experience in Similar works of at least 1(One) contract(","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","evidence_excerpt_specific_experience","1155","502","653","43.5","385","1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years. 2. The minimum specific experience in Similar works of at least 1(One) contract(","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","evidence_excerpt_turnover","1155","350","805","30.3","296","years in each with a value of at least Tk. 25 (Twenty Five) Lacs. 3. The required average annual construction turnover shall be greater than Tk 50 (Fifty) Lacs over the last 05 (Five) years. 4. The mi","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","evidence_excerpt_liquid_assets","1155","470","685","40.7","344","(Five) years. 4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk 15 (Fifteen) Lac. 5. Tender Document containing insufficient/Â incomplete inform","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","evidence_excerpt_price_band","1155","78","1077","6.8","31","of tender Secuirity and action againist tender under reguler of PPA 2008 7. If Quated Rate is found more thane 10 (Ten) % above or below Estimated cost, Tender will be Non-Respnsive","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","evidence_excerpt_enlistment","1155","88","1067","7.6","40","This invitation for Tender is open to Enlisted ( Electrical) Contractor/Supplier of RAjuk & Other Govt./ Semi GOvt./ Autonomous Organization/ Reputed Bonafied Firm as mentioned below as further detail","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","evidence_excerpt_competition","1155","591","564","51.2","195","No. of Tenders/Proposals Sold: 5; Received: 4; Responsive: 1","Excerpt columns are populated only where the notice prints text on that specific topic; empty means the notice is silent on it."
"master_tender_investigation.csv","extraction_method","1155","1155","0","100.0","3","pdftotext_layout_text_layer",""
"master_tender_investigation.csv","ocr_used","1155","1155","0","100.0","1","no",""
"master_tender_investigation.csv","extraction_confidence","1155","1155","0","100.0","3","HIGH",""
"master_tender_investigation.csv","data_gaps","1155","1155","0","100.0","5","individual bid amounts and bidder names other than the winner are never published in this document set; official cost estimate absent corpus-wide; beneficial ownership left blank on the award notice",""
"master_tender_investigation.csv","journalist_next_step","1155","1155","0","100.0","56","request the recorded reason each of the 3 rejected bids was ruled non-responsive; pull RJSC ownership filings for the winner and check for shared directors or addresses; ask the procuring entity for t",""
"master_tender_investigation.csv","rule_tests_applied_count","1155","1155","0","100.0","14","11",""
"master_tender_investigation.csv","rule_deviation_count","1155","1155","0","100.0","8","3",""
"master_tender_investigation.csv","rule_deviation_codes","1155","1155","0","100.0","64","R01; R05; R07",""
"master_tender_investigation.csv","rule_deviation_mandatory_clause_codes","1155","1155","0","100.0","15","R01; R05",""
"master_tender_investigation.csv","rule_deviation_recommended_band_codes","1155","1155","0","100.0","14","R07",""
"master_tender_investigation.csv","rule_deviation_publishable_as_breach_codes","1155","1155","0","100.0","11","NONE",""
"master_tender_investigation.csv","rule_condition_present_not_scoreable_codes","1155","1155","0","100.0","18","R10; R11; R16",""
"master_tender_investigation.csv","rule_not_testable_codes","1155","1155","0","100.0","4","R12; R14",""
"master_tender_investigation.csv","rule_deviation_detail","1155","1155","0","100.0","315","R01 BENEFICIAL_OWNERSHIP_NOT_PUBLISHED [ITT 5.14 and ITT 68.1, read with Format e-PG3A-C Note 1 | observed: no ownership table printed | required: publication required above BDT 10.00 Lac] || R05 FIXE",""
"master_tender_investigation.csv","rule_documents_analysed","1155","1155","0","100.0","1155","TENDER_NOTICE:CDA_Tender_360423.pdf + AWARD_NOTICE:Tender_360423.pdf",""
"master_tender_investigation.csv","rule_instrument_scope","1155","1155","0","100.0","6","DIFFERENT_CATEGORY_STD_WORKS",""
"master_tender_investigation.csv","rule_instrument_timing","1155","1155","0","100.0","25","CITED_INSTRUMENT_POSTDATES_EVENT_signing_date_2020",""
"master_tender_investigation.csv","rule_citation_caveat","1155","1155","0","100.0","1","e-PG3A is the BPPA Standard Tender Document (National) for Procurement of GOODS using Framework Agreement [OTM/LTM], dated December 2025, and its cover page reads 'Preliminary working Draft'. The corp",""
"master_tender_investigation.csv","portal_self_certified_signed_in_due_time","1155","591","564","51.2","2","yes","empty on the 54 economic-operator award notices, which do not print the field at all, and on every tender with no award notice in the corpus"
"rule_deviations.csv","tender_id","5525","5525","0","100.0","1097","360423",""
"rule_deviations.csv","tender_reference","5525","5510","15","99.7","989","PD/Office/E-55","Not printed on 18 notices."
"rule_deviations.csv","agency","5525","5525","0","100.0","6","CDA",""
"rule_deviations.csv","procurement_nature","5525","5516","9","99.8","5","Works","Empty where the published document does not contain the value. The five portal refusals ('not exists or You are un-authorized') account for the smallest group."
"rule_deviations.csv","contract_value_bdt","5525","4834","691","87.5","624","3555766.80","Empty on the 510 tenders that have no award notice in the corpus."
"rule_deviations.csv","rule_code","5525","5525","0","100.0","18","R01",""
"rule_deviations.csv","rule_short_name","5525","5525","0","100.0","18","BENEFICIAL_OWNERSHIP_NOT_PUBLISHED",""
"rule_deviations.csv","clause_cited","5525","5525","0","100.0","18","ITT 5.14 and ITT 68.1, read with Format e-PG3A-C Note 1",""
"rule_deviations.csv","rule_source_file","5525","4926","599","89.2","2","eGP_Forensic_Engine/2026-01-04-13-47-03-e-PG3A.pdf","Empty on the 599 rows of rule R17, where no rule text on this point exists in any document in the corpus."
"rule_deviations.csv","rule_source_pdf_page","5525","4926","599","89.2","14","14, 36, 87","Empty where no rule text exists in the corpus."
"rule_deviations.csv","rule_source_printed_page","5525","4926","599","89.2","14","s.1 p.6, p.28, p.79","Empty where no rule text exists in the corpus."
"rule_deviations.csv","clause_force","5525","5525","0","100.0","10","MANDATORY_SHALL",""
"rule_deviations.csv","clause_certainty","5525","5525","0","100.0","5","VERBATIM_MANDATORY_IN_CORPUS",""
"rule_deviations.csv","clause_quote_verbatim","5525","4926","599","89.2","17","ITT 5.14: 'A Tenderer shall provide its/their Beneficial Ownership related information, as the specified in Form e-PG3A-2, if it/they will be awarded the contract and declare their consent on publishi","Empty where no rule text exists in the corpus."
"rule_deviations.csv","test_applied","5525","5525","0","100.0","18","Award notice exists and contract value exceeds BDT 10,00,000, but the notice prints no beneficial-ownership table.",""
"rule_deviations.csv","test_result","5525","5525","0","100.0","8","DEVIATION",""
"rule_deviations.csv","observed_value","5525","5525","0","100.0","591","no ownership table printed",""
"rule_deviations.csv","required_value","5525","5525","0","100.0","22","publication required above BDT 10.00 Lac",""
"rule_deviations.csv","severity_if_deviation","5525","5525","0","100.0","9","HIGH",""
"rule_deviations.csv","source_document_tested","5525","5525","0","100.0","7","AWARD_NOTICE",""
"rule_deviations.csv","tender_notice_pdf","5525","5525","0","100.0","1097","CDA_Tender_360423.pdf",""
"rule_deviations.csv","award_notice_pdf","5525","4834","691","87.5","645","Tender_360423.pdf","Empty on the 510 tenders that have no award notice in the corpus."
"rule_deviations.csv","event_date_column_used","5525","5525","0","100.0","2","signing_date",""
"rule_deviations.csv","event_year","5525","5512","13","99.8","13","2020","Empty where the portal print carries no date for the event the clause governs."
"rule_deviations.csv","instrument_scope_vs_this_tender","5525","5525","0","100.0","6","DIFFERENT_CATEGORY_STD_WORKS",""
"rule_deviations.csv","instrument_timing_vs_this_tender","5525","5525","0","100.0","30","CITED_INSTRUMENT_POSTDATES_EVENT_signing_date_2020",""
"rule_deviations.csv","publishable_as_a_breach","5525","1583","3942","28.7","3","NO_CITED_INSTRUMENT_POSTDATES_THE_EVENT","Populated only on rows whose test_result is DEVIATION."
"rule_deviations.csv","publishability_reason","5525","1583","3942","28.7","3","The clause says 'shall', but e-PG3A is a December 2025 draft keyed to PPR 2025 and this event happened earlier. Report the pattern; do not report a breach until the rule that was in force at the time ","Populated only on rows whose test_result is DEVIATION."
"rule_deviations.csv","tender_evidence_excerpt","5525","3400","2125","61.5","2181","""Name of Supplier/Contractor/Consultant:  M/S. Gulzar Trading"" is followed immediately by ""Location of Supplier/Contractor/Consultant:  Hazi Monsur Ali Road, Mia Khan Nagar, Chittagong."". Award notice","Populated where the tender notice prints text on the point tested; many rules are tested against dates and counts rather than text."
"rule_deviations.csv","tender_evidence_source_file","5525","1497","4028","27.1","642","CDA_Tender_360423.pdf","Empty where there is no text excerpt for this test."
